asistencia_clases,tareas_entregadas,participacion_clase,horas_estudio,promedio_evaluaciones,cursos_reprobados,actividades_extracurriculares,reportes_disciplinarios,riesgo,carnet,first_name,last_name,promedio_actual,gender
91.3,7,70.9,11.8,79.5,2,"['musica', 'teatro', 'club_lectura']",0,no riesgo,30-852-4010,Elena,Castillo,82.4419,Male
73.5,12,73.2,17.5,82.4,1,[],1,riesgo,15-913-5060,Jose,Gonzalez,65.065,Male
97.3,15,62.2,5.6,65.4,0,"['musica', 'ajedrez']",0,no riesgo,24-392-6524,Luis,Gonzalez,67.9184,Genderqueer
90.5,10,71.3,20.7,73.5,0,"['periodico', 'voluntariado']",0,no riesgo,15-370-7583,Mateo,Flores,74.4929,Non-binary
94.0,17,79.5,6.9,74.5,1,"['periodico', 'robotica', 'club_matematicas']",0,no riesgo,50-958-2671,Angel,Ramirez,78.0557,Non-binary
71.8,4,74.0,8.5,70.1,1,"['voluntariado', 'ajedrez', 'arte']",0,riesgo,51-247-6587,Carlos,Rodriguez,68.8504,Bigender
100.0,7,61.3,10.5,74.9,1,"['club_ciencias', 'deportes']",0,no riesgo,27-786-1930,Carlos,Gonzalez,70.5601,Non-binary
73.8,12,65.7,10.0,43.3,0,[],0,riesgo,22-564-4795,Elena,Castillo,62.0518,Male
81.5,20,91.4,13.6,67.7,0,['robotica'],0,no riesgo,66-175-5108,Maria,Flores,60.8186,Agender
85.3,6,61.1,16.2,84.3,0,"['ajedrez', 'club_ciencias']",1,no riesgo,42-800-7930,Carlos,Torres,67.9106,Male
80.1,14,70.3,14.4,79.1,0,"['club_lectura', 'deportes']",0,no riesgo,30-213-9389,Juan,Martinez,52.075,Agender
80.8,11,67.5,14.7,89.1,0,"['club_matematicas', 'club_ciencias']",0,riesgo,39-207-4561,Angel,Torres,57.0149,Polygender
78.2,16,57.5,8.1,100.0,0,"['periodico', 'teatro', 'voluntariado', 'arte']",0,no riesgo,36-846-8106,Diego,Torres,66.0492,Male
69.5,10,51.8,15.4,69.4,2,"['ajedrez', 'club_ciencias']",0,riesgo,63-637-3969,Valentina,Martinez,60.227,Polygender
89.2,20,80.1,13.2,97.2,2,"['musica', 'deportes']",0,no riesgo,25-725-7004,Carlos,Castillo,79.477,Genderfluid
87.3,7,49.9,8.5,66.2,0,"['teatro', 'deportes', 'arte']",0,riesgo,49-303-1257,Camila,Ramirez,97.7542,Male
75.0,14,83.3,12.0,83.2,1,[],2,riesgo,72-574-4411,Valentina,Flores,40.128,Female
58.6,19,76.7,14.2,73.5,0,"['deportes', 'teatro']",2,riesgo,49-840-2254,Lucia,Ramirez,44.1172,Agender
94.4,20,100.0,18.1,80.6,1,"['club_matematicas', 'ajedrez']",1,no riesgo,69-243-6651,Diego,Martinez,97.4642,Genderqueer
68.3,16,67.2,5.3,71.3,1,['club_matematicas'],1,riesgo,88-970-6480,Daniela,Sanchez,91.4948,Agender
96.5,12,65.5,7.7,93.3,0,"['club_matematicas', 'deportes']",0,no riesgo,70-895-1707,Juan,Castillo,66.209,Polygender
96.9,15,74.2,13.8,71.3,0,"['teatro', 'musica']",0,no riesgo,28-917-7142,Carlos,Ramirez,74.3081,Polygender
83.3,19,81.9,14.1,84.4,0,['arte'],0,no riesgo,97-403-7466,Lucia,Lopez,69.9758,Polygender
84.0,8,82.0,10.8,60.9,1,[],0,riesgo,80-537-2381,Marco,Castillo,67.5321,Female
81.9,8,60.9,5.5,97.1,1,"['club_matematicas', 'musica']",0,riesgo,79-250-7828,Valentina,Martinez,47.2233,Female
81.9,15,60.6,21.4,47.4,3,"['club_ciencias', 'deportes']",0,riesgo,47-499-4796,Juan,Vargas,90.1642,Genderfluid
75.1,16,64.0,5.9,50.0,0,"['periodico', 'club_lectura']",0,riesgo,24-259-9861,Camila,Sanchez,60.8593,Female
84.8,16,80.9,17.7,75.0,1,[],0,no riesgo,41-832-9424,Carlos,Lopez,80.189,Non-binary
83.2,10,100.0,8.3,48.0,0,"['periodico', 'robotica']",0,no riesgo,55-901-3371,Luis,Ramirez,53.3884,Male
79.2,20,63.9,9.4,90.8,0,"['ajedrez', 'arte']",0,no riesgo,33-502-9358,Angel,Ramirez,52.7703,Genderqueer
79.2,14,63.2,7.0,68.2,1,['arte'],0,riesgo,62-822-8741,Ana,Torres,78.4406,Genderfluid
64.5,10,79.8,8.8,94.9,1,"['club_ciencias', 'club_matematicas', 'robotica']",0,no riesgo,34-512-7267,Valentina,Vargas,43.0749,Male
81.7,12,95.8,6.9,55.3,0,"['musica', 'periodico']",0,no riesgo,69-765-3906,Mateo,Martinez,57.7165,Male
72.5,13,64.1,11.2,70.7,0,"['arte', 'robotica']",0,no riesgo,87-495-4530,Valentina,Martinez,57.8369,Bigender
83.0,20,80.2,9.5,73.6,1,['voluntariado'],2,no riesgo,35-380-4137,Luis,Flores,74.3685,Non-binary
99.3,17,75.1,15.5,54.9,1,['deportes'],0,no riesgo,65-593-5156,Elena,Flores,100.0,Non-binary
84.2,13,55.1,2.5,41.8,1,"['periodico', 'robotica']",0,riesgo,19-458-1049,Valentina,Ramirez,79.0551,Female
92.7,13,74.6,13.5,77.5,0,"['ajedrez', 'periodico', 'musica', 'club_ciencias']",0,no riesgo,74-571-1451,Maria,Flores,80.5863,Genderfluid
88.6,16,84.3,3.9,90.4,1,['club_lectura'],0,no riesgo,61-361-3209,Angel,Lopez,96.9459,Polygender
86.0,2,68.9,8.7,60.8,0,"['arte', 'periodico']",0,riesgo,29-110-5631,Elena,Ramirez,54.9804,Male
92.9,19,65.9,0.0,85.2,0,[],0,no riesgo,78-970-7264,Marco,Ramirez,74.365,Agender
78.6,14,72.2,14.4,69.9,0,"['club_ciencias', 'teatro', 'periodico', 'club_lectura']",0,no riesgo,78-828-5959,Maria,Rodriguez,82.6355,Genderfluid
82.0,11,84.9,12.3,91.6,0,['teatro'],1,no riesgo,49-769-7438,Elena,Martinez,83.1553,Agender
80.3,14,68.5,8.7,81.8,1,[],0,riesgo,77-968-3450,Camila,Torres,100.0,Female
96.1,20,58.1,11.3,56.3,0,"['teatro', 'deportes']",0,no riesgo,68-674-4802,Elena,Rodriguez,49.4436,Male
75.7,12,66.5,2.2,51.1,0,"['club_matematicas', 'club_ciencias']",0,riesgo,58-977-6973,Lucia,Perez,64.0619,Genderfluid
77.8,4,66.0,8.8,73.1,0,['club_matematicas'],0,riesgo,56-270-9152,Luis,Rodriguez,74.6253,Polygender
90.5,13,80.0,4.9,81.5,0,"['club_lectura', 'periodico']",0,no riesgo,37-379-6344,Jose,Martinez,70.4509,Agender
87.8,16,76.5,3.7,84.5,0,"['periodico', 'robotica']",0,no riesgo,57-289-6834,Jose,Lopez,41.2545,Agender
84.2,8,59.0,7.7,77.3,0,['teatro'],1,riesgo,91-487-7557,Camila,Castillo,77.1821,Genderfluid
85.0,14,85.3,8.7,79.1,0,['teatro'],0,no riesgo,86-614-6250,Juan,Sanchez,51.7996,Genderqueer
100.0,10,100.0,14.3,73.6,1,[],0,no riesgo,91-786-2190,Ana,Rodriguez,67.193,Bigender
90.4,8,54.9,12.3,73.5,1,"['periodico', 'club_lectura']",0,riesgo,55-551-8809,Maria,Lopez,51.2855,Genderfluid
85.5,10,59.7,11.4,63.7,0,"['arte', 'club_lectura']",0,no riesgo,23-459-3737,Ana,Martinez,48.6573,Bigender
86.9,19,54.9,17.0,58.9,2,[],0,riesgo,51-342-7388,Elena,Rodriguez,78.6441,Polygender
80.4,11,61.3,7.4,60.0,0,['club_ciencias'],0,riesgo,56-423-4311,Valentina,Ramirez,97.6108,Female
79.8,20,63.1,21.4,76.8,0,"['club_lectura', 'robotica']",0,no riesgo,28-530-6904,Carlos,Martinez,71.9796,Genderfluid
89.2,15,69.5,14.6,80.3,0,[],1,riesgo,40-845-1767,Ana,Perez,63.3332,Male
100.0,15,65.5,15.2,71.8,1,"['club_lectura', 'club_ciencias']",0,no riesgo,65-554-5455,Jose,Perez,55.9141,Female
68.7,17,96.7,9.0,56.0,0,"['musica', 'ajedrez']",1,no riesgo,39-155-7427,Camila,Ramirez,47.2569,Polygender
75.5,13,93.8,19.8,88.8,0,"['ajedrez', 'musica']",0,no riesgo,89-711-2483,Marco,Torres,62.4285,Polygender
95.4,11,87.7,13.8,65.6,1,"['arte', 'periodico']",2,riesgo,59-637-8416,Angel,Martinez,74.6765,Polygender
55.0,13,67.5,8.8,64.5,2,"['ajedrez', 'club_lectura', 'club_matematicas', 'club_ciencias']",0,riesgo,49-568-1144,Carlos,Martinez,60.4764,Genderfluid
83.5,10,59.7,5.5,69.2,2,"['robotica', 'club_lectura']",1,riesgo,64-785-2506,Ana,Vargas,78.7804,Polygender
85.6,18,66.9,8.7,75.3,1,"['deportes', 'periodico']",0,riesgo,71-242-1497,Jose,Castillo,76.1796,Male
85.6,10,100.0,6.8,79.6,0,['deportes'],0,no riesgo,10-941-9566,Ana,Vargas,51.9375,Agender
71.6,16,60.0,14.1,56.9,0,['club_lectura'],0,riesgo,10-234-9849,Maria,Garcia,100.0,Female
90.4,15,67.7,8.9,76.7,0,['periodico'],0,no riesgo,16-730-4526,Daniela,Sanchez,35.4545,Genderfluid
79.8,15,78.9,11.9,69.6,1,['ajedrez'],1,riesgo,60-834-9593,Elena,Vargas,56.1633,Non-binary
82.0,9,72.9,8.8,83.9,0,[],0,riesgo,29-742-4445,Jose,Sanchez,82.6509,Agender
72.9,12,87.3,17.0,83.1,0,"['teatro', 'musica', 'arte', 'club_lectura']",0,no riesgo,60-421-5903,Camila,Martinez,64.5376,Female
79.0,16,66.2,12.8,69.7,2,"['periodico', 'teatro']",0,riesgo,72-386-4753,Diego,Castillo,75.0525,Non-binary
99.2,12,77.1,0.0,58.5,2,"['voluntariado', 'club_matematicas']",1,riesgo,80-869-4309,Lucia,Garcia,49.4762,Bigender
83.9,15,54.3,17.2,66.3,0,['ajedrez'],1,riesgo,27-740-1385,Juan,Rodriguez,70.5488,Polygender
88.0,5,69.6,9.1,87.0,1,[],0,riesgo,38-955-3366,Marco,Perez,52.843,Male
88.3,20,80.7,6.0,65.2,0,"['robotica', 'club_matematicas']",0,no riesgo,98-657-4055,Camila,Martinez,56.0243,Polygender
78.0,15,82.2,6.4,64.4,2,['club_ciencias'],1,riesgo,36-261-6313,Juan,Rodriguez,64.1902,Female
76.6,12,71.3,7.2,69.8,1,"['arte', 'club_ciencias']",0,riesgo,14-566-5872,Daniela,Martinez,71.8402,Genderqueer
100.0,19,83.9,9.0,74.4,1,['deportes'],0,no riesgo,52-367-9814,Juan,Sanchez,67.7959,Agender
80.8,8,71.6,13.2,77.6,0,"['arte', 'club_lectura']",1,riesgo,67-992-8446,Ana,Sanchez,55.2565,Polygender
89.1,13,71.3,9.8,76.2,1,[],0,no riesgo,88-295-8800,Luis,Garcia,72.1835,Polygender
87.6,16,59.9,10.6,62.0,0,"['ajedrez', 'musica', 'teatro']",0,riesgo,57-719-8722,Lucia,Flores,69.9667,Non-binary
81.4,8,71.8,14.6,92.3,0,[],0,no riesgo,49-990-4396,Elena,Rodriguez,71.5975,Female
91.0,20,78.7,13.0,65.7,0,[],0,riesgo,13-302-6129,Angel,Perez,48.1831,Genderqueer
97.6,18,71.1,12.0,84.4,0,['club_ciencias'],1,no riesgo,66-173-7870,Luis,Castillo,76.0756,Male
82.0,18,70.6,11.7,64.4,1,"['teatro', 'ajedrez']",0,no riesgo,37-254-3658,Marco,Sanchez,77.6729,Female
78.5,19,72.2,8.3,59.2,2,[],1,riesgo,67-385-2347,Luis,Ramirez,89.2685,Agender
88.3,9,80.3,8.2,88.6,2,['club_lectura'],1,riesgo,39-307-6487,Marco,Flores,56.8585,Bigender
65.8,6,63.3,9.0,60.8,0,[],0,riesgo,40-759-4490,Elena,Gonzalez,67.6411,Genderqueer
83.6,13,55.4,7.4,87.9,1,['club_ciencias'],0,riesgo,89-849-7410,Mateo,Sanchez,36.1609,Female
83.8,11,85.6,13.1,62.9,0,"['periodico', 'arte']",0,no riesgo,58-391-4524,Lucia,Garcia,64.2281,Male
79.0,15,85.2,15.3,97.0,0,"['voluntariado', 'club_ciencias', 'club_matematicas']",2,no riesgo,79-790-1058,Angel,Sanchez,87.8055,Bigender
75.5,16,48.4,15.1,93.1,0,['arte'],0,riesgo,44-203-6971,Elena,Perez,88.273,Polygender
89.1,8,64.9,19.3,74.8,0,['ajedrez'],1,riesgo,68-852-4623,Carlos,Gonzalez,78.7761,Male
84.6,15,82.1,14.9,79.3,1,"['periodico', 'deportes']",0,no riesgo,28-311-6270,Lucia,Torres,72.8704,Male
82.7,14,69.8,18.0,71.7,0,['ajedrez'],0,riesgo,47-880-2672,Daniela,Torres,85.0042,Female
88.0,20,85.9,13.3,72.6,0,['club_ciencias'],0,no riesgo,65-824-3296,Angel,Rodriguez,65.6221,Genderqueer
92.9,20,87.7,8.4,69.4,1,['periodico'],1,riesgo,81-463-6571,Daniela,Martinez,70.4366,Genderfluid
93.5,16,71.2,11.7,67.7,0,['club_matematicas'],0,no riesgo,54-472-5514,Camila,Ramirez,84.2907,Genderqueer
84.8,19,100.0,11.2,69.3,1,"['voluntariado', 'ajedrez', 'club_lectura', 'deportes']",0,no riesgo,65-957-1134,Ana,Vargas,81.5485,Male
89.6,6,65.8,1.8,58.8,0,['club_ciencias'],0,riesgo,79-618-8135,Diego,Sanchez,74.706,Agender
94.5,13,83.3,9.6,63.0,0,"['club_lectura', 'club_ciencias', 'deportes']",0,riesgo,55-789-3972,Carlos,Gonzalez,55.1023,Male
77.4,7,100.0,11.2,59.6,1,['robotica'],1,riesgo,38-512-2037,Valentina,Perez,64.651,Female
87.7,13,85.4,3.9,66.3,0,"['ajedrez', 'club_matematicas', 'robotica', 'voluntariado']",0,no riesgo,23-106-7640,Maria,Torres,64.7077,Genderqueer
81.8,12,78.3,6.4,58.3,1,[],0,riesgo,38-153-9610,Elena,Torres,84.5351,Bigender
60.9,20,57.4,7.7,45.7,0,"['arte', 'club_lectura', 'ajedrez']",0,riesgo,68-852-7108,Angel,Flores,62.3661,Non-binary
98.6,8,66.0,13.4,81.2,0,"['voluntariado', 'periodico']",0,no riesgo,86-941-8306,Jose,Ramirez,79.7787,Non-binary
91.1,14,77.5,19.7,60.6,0,"['musica', 'club_lectura']",2,riesgo,33-254-7753,Marco,Vargas,44.5944,Genderqueer
85.2,11,85.4,6.9,50.7,0,['periodico'],0,riesgo,34-533-8133,Carlos,Garcia,75.5045,Genderfluid
80.7,17,86.8,12.8,75.1,0,[],1,no riesgo,14-940-7466,Marco,Gonzalez,97.6593,Bigender
100.0,15,74.1,4.0,74.6,0,[],1,riesgo,13-660-8819,Marco,Rodriguez,63.5897,Genderqueer
100.0,18,57.3,9.4,82.3,0,"['robotica', 'periodico']",0,no riesgo,56-634-8564,Valentina,Vargas,59.4883,Agender
77.2,14,71.0,10.6,75.7,0,"['voluntariado', 'club_ciencias']",0,riesgo,46-872-6925,Diego,Martinez,86.4287,Agender
70.7,12,71.5,8.2,66.8,1,['club_ciencias'],0,riesgo,59-219-8088,Marco,Ramirez,78.6814,Polygender
90.4,8,73.8,14.2,76.3,0,['club_matematicas'],0,no riesgo,59-563-6943,Valentina,Torres,69.8988,Genderfluid
73.7,15,59.2,3.2,76.4,0,"['club_lectura', 'club_ciencias']",0,riesgo,93-278-7692,Luis,Ramirez,76.124,Non-binary
84.0,14,58.8,22.8,83.3,0,['arte'],0,no riesgo,50-684-7634,Carlos,Vargas,75.6497,Genderqueer
90.1,14,83.2,15.0,60.7,1,['club_ciencias'],0,no riesgo,11-510-1659,Lucia,Ramirez,58.0791,Female
83.3,14,88.2,4.5,69.2,1,[],2,riesgo,56-430-6190,Juan,Sanchez,66.7112,Non-binary
78.6,20,64.6,13.1,85.2,0,['musica'],0,no riesgo,77-714-8867,Diego,Flores,70.9332,Agender
88.4,6,70.1,20.2,74.1,0,['periodico'],0,no riesgo,87-118-6645,Angel,Rodriguez,60.262,Polygender
78.9,16,60.3,17.8,61.2,1,[],1,riesgo,16-109-6403,Diego,Ramirez,58.2057,Male
78.4,19,58.0,9.2,66.9,0,['periodico'],0,no riesgo,83-308-4652,Juan,Flores,74.2157,Genderfluid
82.5,13,68.3,10.6,80.9,0,"['club_lectura', 'musica', 'teatro']",0,no riesgo,60-681-8958,Luis,Rodriguez,59.8623,Female
93.3,20,70.3,19.3,63.2,1,['voluntariado'],0,no riesgo,56-347-6925,Mateo,Perez,74.7748,Non-binary
92.6,9,82.8,7.9,61.5,1,[],0,no riesgo,79-930-4685,Lucia,Flores,65.0709,Polygender
69.7,12,84.0,15.0,73.8,0,"['robotica', 'arte']",0,no riesgo,85-308-9369,Mateo,Lopez,77.8217,Male
76.7,15,55.6,9.7,76.8,1,['arte'],0,riesgo,56-764-3947,Daniela,Garcia,37.4522,Non-binary
77.8,8,62.6,12.9,89.7,1,"['periodico', 'ajedrez', 'deportes']",0,no riesgo,27-315-4560,Angel,Flores,66.8073,Female
84.7,17,73.2,12.9,70.5,0,"['periodico', 'robotica']",0,no riesgo,44-504-1356,Angel,Perez,74.7167,Female
80.5,8,80.2,4.2,58.9,0,['teatro'],0,riesgo,56-583-7233,Maria,Martinez,70.9614,Polygender
92.6,8,80.3,9.4,81.8,0,"['club_lectura', 'club_ciencias', 'periodico']",0,no riesgo,92-164-5373,Jose,Ramirez,62.0111,Female
87.0,19,83.1,8.1,61.2,0,"['voluntariado', 'teatro', 'ajedrez']",0,no riesgo,80-673-4414,Maria,Sanchez,80.4131,Non-binary
85.0,14,76.8,6.8,72.3,2,"['club_lectura', 'ajedrez', 'teatro']",1,riesgo,35-977-1641,Juan,Perez,68.0829,Polygender
87.9,18,85.8,11.7,80.0,1,['deportes'],1,no riesgo,39-973-6749,Daniela,Rodriguez,82.5625,Female
87.7,20,89.9,6.3,79.6,0,"['robotica', 'club_lectura', 'club_ciencias', 'deportes']",0,no riesgo,44-206-7111,Camila,Martinez,70.6977,Non-binary
97.6,18,83.0,12.6,46.1,1,"['musica', 'club_lectura', 'arte']",0,no riesgo,35-417-1333,Camila,Gonzalez,62.2542,Genderfluid
85.0,13,68.7,14.6,74.3,1,"['club_ciencias', 'club_lectura']",0,no riesgo,79-871-1783,Jose,Castillo,73.5124,Polygender
62.0,18,58.6,11.5,79.5,1,['arte'],1,riesgo,71-778-5832,Carlos,Martinez,40.3019,Non-binary
99.7,10,84.8,9.2,82.9,2,[],1,no riesgo,24-107-2474,Valentina,Lopez,91.885,Genderfluid
79.5,12,75.4,18.4,91.4,1,"['club_lectura', 'teatro', 'voluntariado']",0,no riesgo,39-685-4764,Camila,Perez,57.0715,Female
79.4,16,65.1,0.9,72.9,0,['club_lectura'],1,riesgo,36-520-1613,Mateo,Perez,85.8663,Bigender
91.1,17,92.2,18.7,80.6,0,[],0,no riesgo,93-673-6649,Valentina,Lopez,86.4996,Female
100.0,8,70.2,10.8,73.3,1,"['club_ciencias', 'deportes']",0,riesgo,58-248-7898,Camila,Castillo,86.3809,Agender
96.5,10,55.9,4.6,63.3,1,"['club_ciencias', 'teatro', 'voluntariado']",1,riesgo,25-188-9428,Mateo,Flores,88.9412,Non-binary
90.4,19,78.3,7.2,69.8,0,['robotica'],0,no riesgo,89-790-2184,Elena,Perez,67.8311,Non-binary
74.5,13,56.7,3.3,71.5,1,['voluntariado'],1,riesgo,96-566-7653,Luis,Martinez,68.9435,Genderfluid
88.5,10,52.1,14.8,65.1,1,"['robotica', 'deportes', 'musica']",0,riesgo,12-676-2918,Juan,Rodriguez,95.8974,Genderfluid
100.0,11,84.1,9.1,73.0,1,"['voluntariado', 'robotica']",0,no riesgo,39-144-3290,Jose,Lopez,71.4593,Non-binary
93.0,13,66.7,18.4,89.0,0,"['arte', 'club_lectura']",0,no riesgo,92-407-7983,Luis,Gonzalez,86.9109,Female
96.8,5,71.7,14.8,83.7,0,"['arte', 'deportes', 'club_matematicas']",0,no riesgo,34-544-1029,Lucia,Sanchez,57.1366,Genderfluid
92.9,20,80.4,4.9,75.7,3,['club_lectura'],1,riesgo,44-929-5209,Marco,Garcia,68.0492,Genderqueer
96.3,14,64.3,3.9,62.7,0,"['teatro', 'ajedrez']",0,no riesgo,71-984-7329,Camila,Rodriguez,59.0654,Bigender
87.1,16,88.7,9.1,66.3,1,"['club_lectura', 'arte']",1,riesgo,83-571-9636,Diego,Flores,67.9786,Genderfluid
78.1,14,82.5,4.3,71.7,1,"['voluntariado', 'club_matematicas', 'deportes', 'teatro']",1,no riesgo,84-571-2471,Valentina,Torres,81.8362,Polygender
90.0,20,77.6,4.4,71.1,1,['voluntariado'],0,no riesgo,30-323-7062,Mateo,Martinez,51.9465,Agender
96.6,10,78.3,2.9,62.7,1,['robotica'],0,riesgo,75-295-9316,Diego,Lopez,69.0573,Female
86.5,13,62.5,8.9,78.4,0,['teatro'],1,no riesgo,28-871-9444,Maria,Castillo,58.1159,Genderfluid
79.9,17,59.2,6.3,58.0,1,"['club_ciencias', 'club_lectura', 'robotica', 'deportes']",1,riesgo,14-500-9952,Camila,Rodriguez,82.7292,Agender
86.3,13,82.9,11.8,82.3,1,"['club_lectura', 'arte', 'robotica', 'voluntariado']",1,no riesgo,39-613-5178,Elena,Rodriguez,70.9533,Genderqueer
86.8,18,77.5,10.1,64.3,2,[],2,riesgo,92-734-7558,Elena,Castillo,84.1068,Male
91.7,20,73.9,19.1,91.3,2,"['deportes', 'periodico', 'robotica']",0,no riesgo,47-850-1759,Luis,Perez,100.0,Non-binary
82.4,8,63.3,12.3,75.7,0,"['periodico', 'deportes', 'robotica']",0,riesgo,66-370-9232,Valentina,Rodriguez,77.0839,Male
95.3,17,71.2,9.9,89.1,2,[],0,no riesgo,11-527-4705,Jose,Sanchez,82.1636,Polygender
92.1,20,54.8,10.1,64.6,2,"['club_lectura', 'arte']",0,no riesgo,47-175-3845,Camila,Gonzalez,68.4138,Bigender
66.2,19,65.4,12.2,67.8,0,"['club_matematicas', 'voluntariado', 'club_lectura']",0,riesgo,56-319-9825,Luis,Sanchez,84.5983,Genderfluid
90.3,13,64.7,6.5,68.9,1,"['club_matematicas', 'deportes', 'club_ciencias', 'robotica']",0,riesgo,77-967-9635,Angel,Lopez,79.9295,Male
77.6,17,86.8,20.2,53.3,1,"['teatro', 'club_ciencias']",0,no riesgo,92-700-1324,Valentina,Perez,81.1761,Genderqueer
76.2,19,82.5,14.8,76.7,1,"['club_matematicas', 'arte', 'club_lectura']",0,no riesgo,40-322-3671,Valentina,Flores,39.1873,Bigender
91.4,15,65.6,11.5,100.0,0,['voluntariado'],1,no riesgo,83-383-2673,Lucia,Flores,46.6781,Agender
97.9,20,71.0,8.2,87.0,2,['deportes'],1,no riesgo,95-342-3882,Marco,Gonzalez,74.7363,Non-binary
93.3,20,83.1,0.0,85.3,0,[],0,no riesgo,84-304-4961,Carlos,Perez,57.5425,Female
94.5,20,66.3,12.5,88.3,0,"['club_ciencias', 'robotica']",0,no riesgo,82-906-5084,Maria,Perez,74.5322,Polygender
89.9,10,62.3,0.0,76.4,0,"['club_lectura', 'robotica']",0,riesgo,46-103-2384,Lucia,Flores,54.7903,Genderqueer
92.3,6,53.3,13.0,52.4,1,[],0,riesgo,47-654-6118,Daniela,Gonzalez,74.0516,Genderqueer
84.4,20,74.0,16.3,80.4,0,"['club_matematicas', 'periodico', 'voluntariado', 'club_lectura']",1,no riesgo,55-393-7918,Marco,Sanchez,65.277,Female
94.9,19,76.8,7.1,86.9,2,[],0,no riesgo,33-761-4815,Valentina,Flores,75.1347,Non-binary
77.6,20,58.7,7.2,62.1,0,"['club_matematicas', 'periodico']",0,riesgo,28-591-1484,Jose,Sanchez,74.3236,Agender
86.0,12,68.8,8.3,84.2,0,['periodico'],0,no riesgo,93-238-8094,Lucia,Martinez,62.0088,Genderfluid
100.0,10,83.4,10.6,65.1,0,['musica'],0,no riesgo,27-353-5240,Luis,Perez,77.8442,Male
92.7,15,90.5,10.3,66.7,0,"['deportes', 'club_ciencias']",0,no riesgo,47-157-8245,Valentina,Torres,60.8089,Agender
69.4,9,98.4,11.8,73.2,3,"['robotica', 'club_ciencias']",0,no riesgo,14-127-2838,Diego,Martinez,53.8247,Bigender
88.6,16,94.9,6.3,54.3,0,"['ajedrez', 'club_ciencias']",3,riesgo,75-124-1436,Jose,Martinez,48.4317,Agender
90.0,14,65.1,10.2,79.7,1,['robotica'],0,riesgo,45-631-9799,Valentina,Rodriguez,88.4934,Female
95.1,18,69.6,13.5,77.1,0,"['club_lectura', 'ajedrez']",0,no riesgo,87-188-3892,Daniela,Gonzalez,78.2466,Male
96.7,16,71.1,7.8,61.1,1,[],0,riesgo,93-920-8538,Luis,Gonzalez,65.6934,Male
68.0,13,79.9,0.0,55.7,0,"['robotica', 'musica']",0,riesgo,40-810-5571,Camila,Martinez,71.057,Non-binary
100.0,15,71.7,7.3,77.0,1,[],0,no riesgo,20-532-5536,Mateo,Ramirez,51.8325,Female
94.2,15,95.1,8.4,81.2,1,['teatro'],0,no riesgo,28-993-6305,Diego,Garcia,61.7078,Agender
93.6,9,79.5,16.7,52.3,1,['robotica'],1,no riesgo,66-215-8966,Diego,Vargas,79.969,Genderfluid
81.3,7,99.5,7.5,64.6,1,"['deportes', 'periodico', 'club_ciencias']",1,riesgo,95-826-4916,Camila,Torres,61.49,Bigender
92.5,12,80.7,4.6,81.9,0,"['voluntariado', 'deportes', 'club_ciencias']",0,no riesgo,44-221-8384,Carlos,Rodriguez,64.1192,Bigender
