asistencia_clases,tareas_entregadas,participacion_clase,horas_estudio,promedio_evaluaciones,cursos_reprobados,actividades_extracurriculares,reportes_disciplinarios,riesgo,carnet,first_name,last_name,promedio_actual,gender
73.0,7,78.0,5.7,77.0,0,['teatro'],1,riesgo,81-104-4110,Elena,Ramirez,56.3586,Male
79.0,19,50.0,11.8,77.1,0,"['deportes', 'ajedrez']",0,no riesgo,43-311-3832,Carlos,Lopez,70.7359,Agender
89.6,14,94.0,9.2,71.2,1,"['teatro', 'club_ciencias']",0,no riesgo,42-952-8313,Camila,Lopez,74.4466,Genderfluid
80.9,14,78.4,22.4,58.3,1,"['periodico', 'arte', 'club_matematicas', 'robotica']",0,no riesgo,59-309-5653,Camila,Martinez,64.9953,Male
82.7,14,64.9,11.6,66.6,1,"['club_matematicas', 'ajedrez']",0,no riesgo,79-403-3237,Maria,Torres,85.9362,Genderfluid
92.4,13,56.8,8.1,74.0,0,"['ajedrez', 'teatro']",1,riesgo,96-465-9657,Ana,Gonzalez,71.1391,Female
88.9,16,87.9,1.8,74.4,0,[],1,no riesgo,67-458-5993,Elena,Sanchez,88.4027,Genderfluid
100.0,13,100.0,12.5,66.6,2,['club_ciencias'],0,no riesgo,24-763-7185,Diego,Garcia,72.2696,Male
96.0,14,78.5,18.2,90.9,1,[],2,no riesgo,91-712-9371,Lucia,Ramirez,74.8911,Bigender
95.8,16,89.2,11.9,67.7,0,[],1,no riesgo,49-819-3790,Luis,Flores,66.3569,Agender
85.9,17,67.6,1.6,80.0,1,['musica'],0,no riesgo,96-498-7977,Diego,Perez,63.0009,Female
89.9,7,69.6,11.0,79.3,0,"['periodico', 'robotica']",0,no riesgo,93-397-1340,Diego,Castillo,48.1251,Non-binary
96.6,19,93.1,12.2,64.9,2,['club_ciencias'],0,no riesgo,60-901-5427,Mateo,Lopez,85.4879,Female
80.8,20,60.8,7.5,76.5,1,['ajedrez'],0,riesgo,43-917-7736,Mateo,Vargas,87.8448,Genderqueer
94.5,19,69.5,15.3,69.5,1,"['club_lectura', 'periodico']",0,no riesgo,72-273-8653,Elena,Gonzalez,83.9688,Genderqueer
83.1,16,80.2,14.6,60.6,2,"['voluntariado', 'club_matematicas']",0,no riesgo,64-171-6819,Maria,Vargas,52.9931,Polygender
76.9,15,77.8,5.5,68.3,1,['deportes'],2,riesgo,30-807-2524,Diego,Vargas,42.0124,Genderqueer
58.4,12,79.7,8.9,79.0,0,[],1,riesgo,36-640-4403,Lucia,Perez,74.7496,Genderqueer
94.3,12,70.1,10.8,70.6,2,['club_matematicas'],1,riesgo,76-774-7032,Luis,Torres,72.9964,Male
68.1,14,71.8,14.5,84.7,0,"['club_lectura', 'teatro', 'voluntariado']",0,no riesgo,88-857-4802,Diego,Torres,80.4098,Bigender
98.3,12,72.6,9.5,84.3,1,['club_lectura'],0,no riesgo,43-987-6400,Juan,Garcia,92.319,Genderqueer
82.7,12,83.2,17.1,72.4,0,[],0,no riesgo,41-964-1500,Mateo,Flores,62.1794,Bigender
91.6,16,92.8,9.7,88.2,1,['musica'],0,no riesgo,41-904-5408,Lucia,Martinez,66.3206,Non-binary
69.6,7,82.0,15.9,91.1,0,['ajedrez'],0,no riesgo,28-720-5292,Luis,Torres,71.6398,Non-binary
100.0,16,94.7,12.1,74.3,1,[],0,no riesgo,27-832-8220,Ana,Rodriguez,82.7768,Bigender
85.1,7,72.1,5.7,47.4,1,"['robotica', 'club_matematicas', 'club_ciencias']",0,riesgo,49-169-2743,Lucia,Sanchez,73.8855,Genderfluid
69.3,15,82.9,9.8,76.4,1,[],1,riesgo,22-291-1736,Angel,Flores,88.8235,Male
98.9,16,81.8,11.0,69.8,2,[],4,riesgo,37-799-1568,Luis,Castillo,43.5513,Polygender
93.8,4,72.9,3.6,62.8,2,['musica'],0,riesgo,45-220-3829,Maria,Garcia,77.1726,Bigender
95.7,11,60.7,4.6,79.6,1,"['robotica', 'periodico']",0,riesgo,31-337-4862,Mateo,Rodriguez,76.0419,Polygender
82.4,15,58.8,16.6,67.6,1,[],3,riesgo,59-316-8400,Juan,Rodriguez,60.3342,Genderfluid
89.2,14,53.5,9.1,98.8,0,"['periodico', 'ajedrez', 'club_matematicas']",1,no riesgo,20-147-1252,Camila,Gonzalez,66.0916,Polygender
82.0,16,85.6,6.9,58.3,0,[],0,riesgo,59-968-5705,Valentina,Garcia,66.8991,Bigender
91.8,20,70.7,12.6,67.7,1,['club_lectura'],1,no riesgo,92-255-1499,Angel,Sanchez,62.8812,Non-binary
84.9,19,58.7,4.8,60.9,1,"['club_ciencias', 'voluntariado']",1,riesgo,58-360-3129,Maria,Ramirez,60.7488,Genderqueer
88.9,6,72.1,3.4,78.6,1,"['deportes', 'club_ciencias']",1,riesgo,77-960-3112,Angel,Rodriguez,74.4362,Female
77.9,20,73.1,6.8,54.6,0,['arte'],2,riesgo,13-611-3135,Juan,Rodriguez,69.824,Agender
82.9,20,100.0,7.3,78.8,0,['club_ciencias'],1,no riesgo,52-746-5390,Carlos,Vargas,68.7036,Agender
88.6,15,72.1,9.8,71.8,3,"['robotica', 'deportes']",2,riesgo,85-279-6728,Diego,Flores,58.857,Male
85.2,20,68.4,14.1,61.5,2,['musica'],0,no riesgo,78-304-9788,Diego,Vargas,99.8092,Female
100.0,11,78.7,11.1,63.4,0,"['teatro', 'ajedrez']",0,no riesgo,19-357-3909,Maria,Lopez,75.7948,Male
75.0,9,93.0,18.4,67.8,2,"['robotica', 'arte']",0,no riesgo,16-752-2494,Valentina,Torres,61.3236,Polygender
94.7,8,96.8,12.3,59.6,0,['voluntariado'],0,no riesgo,50-141-3074,Elena,Gonzalez,64.4366,Polygender
87.1,17,52.8,17.1,68.2,1,[],0,no riesgo,60-881-8308,Angel,Castillo,76.3546,Genderqueer
85.4,11,79.3,9.8,83.2,2,"['club_matematicas', 'teatro', 'musica']",0,riesgo,14-980-7295,Angel,Castillo,91.9932,Genderqueer
70.8,17,56.5,7.8,74.0,0,['musica'],0,riesgo,43-913-7228,Camila,Martinez,75.9757,Genderqueer
75.9,8,81.2,6.1,80.2,1,"['club_matematicas', 'arte']",0,no riesgo,74-670-4365,Ana,Perez,48.3754,Bigender
76.8,15,73.5,9.5,77.8,3,"['ajedrez', 'periodico', 'club_matematicas', 'club_lectura']",1,riesgo,67-636-9520,Elena,Gonzalez,73.3311,Genderqueer
91.2,17,95.1,1.5,71.4,0,[],0,no riesgo,35-479-7377,Elena,Perez,72.5619,Female
100.0,16,45.0,11.9,56.3,1,"['arte', 'musica', 'club_lectura']",1,riesgo,15-407-9743,Ana,Sanchez,91.464,Genderqueer
94.2,14,78.2,14.0,88.0,1,"['musica', 'club_ciencias']",2,no riesgo,76-613-1141,Elena,Martinez,64.418,Non-binary
94.0,12,81.1,9.4,75.6,1,[],0,no riesgo,51-903-6366,Marco,Martinez,50.1176,Polygender
100.0,12,78.9,4.2,90.3,0,"['teatro', 'periodico', 'ajedrez']",0,no riesgo,58-935-2280,Valentina,Flores,59.1202,Male
91.5,13,77.3,16.1,68.4,1,"['club_lectura', 'deportes']",1,no riesgo,83-973-5127,Camila,Garcia,80.9961,Genderfluid
78.9,20,64.3,8.5,93.0,0,"['musica', 'club_ciencias']",0,no riesgo,69-712-6577,Elena,Torres,49.877,Non-binary
92.7,8,68.3,11.6,98.0,0,['deportes'],1,riesgo,97-326-3185,Valentina,Martinez,62.0887,Non-binary
75.6,15,64.7,13.8,56.8,1,"['arte', 'ajedrez', 'deportes']",0,no riesgo,79-797-5353,Juan,Martinez,71.9829,Agender
76.0,17,85.3,10.7,74.2,1,[],0,no riesgo,90-684-9624,Daniela,Martinez,66.3576,Female
70.0,15,60.6,3.3,79.0,0,"['robotica', 'club_lectura', 'voluntariado']",0,no riesgo,12-704-7031,Valentina,Ramirez,91.0093,Genderqueer
74.6,17,80.7,16.6,83.5,1,"['robotica', 'club_ciencias']",0,no riesgo,40-535-8408,Daniela,Perez,30.6848,Agender
80.7,19,72.4,8.7,56.1,2,"['periodico', 'club_matematicas']",0,no riesgo,42-517-4299,Angel,Castillo,74.5038,Bigender
81.0,19,73.4,6.2,55.4,3,['voluntariado'],0,riesgo,19-513-9356,Camila,Flores,60.482,Bigender
93.4,13,57.8,9.2,86.0,1,"['deportes', 'musica']",0,no riesgo,68-106-4109,Carlos,Castillo,60.3569,Male
67.0,16,79.3,6.0,81.6,0,['voluntariado'],1,riesgo,48-624-6170,Camila,Torres,63.2752,Genderqueer
69.3,7,100.0,16.1,70.6,3,['voluntariado'],1,riesgo,76-518-6042,Luis,Rodriguez,61.9749,Non-binary
74.7,17,70.7,9.4,57.6,1,['voluntariado'],1,riesgo,27-663-3670,Carlos,Vargas,72.0738,Male
76.6,20,54.1,14.1,79.9,0,['arte'],0,no riesgo,82-137-7035,Diego,Sanchez,58.0481,Genderqueer
87.8,19,64.9,4.9,78.6,0,"['club_ciencias', 'deportes']",0,no riesgo,21-966-1078,Diego,Rodriguez,79.2564,Polygender
81.5,18,56.6,10.4,74.6,2,"['teatro', 'musica']",0,no riesgo,71-887-6513,Diego,Ramirez,49.5853,Female
91.6,20,76.0,17.1,79.5,0,"['periodico', 'musica']",0,no riesgo,28-118-3819,Mateo,Rodriguez,61.3972,Genderfluid
77.0,20,74.8,11.5,84.9,0,['club_lectura'],0,no riesgo,46-522-5225,Elena,Rodriguez,52.9404,Bigender
78.8,12,61.7,13.7,59.2,0,['teatro'],0,riesgo,72-320-9050,Diego,Castillo,73.8811,Bigender
81.8,13,62.1,5.3,59.2,1,['club_matematicas'],0,riesgo,36-253-4755,Juan,Gonzalez,73.2712,Female
85.9,20,54.8,10.0,70.5,1,"['teatro', 'club_lectura']",0,no riesgo,22-508-4070,Mateo,Gonzalez,81.0683,Female
67.5,20,83.7,12.1,82.1,0,"['arte', 'ajedrez']",2,no riesgo,16-662-4576,Elena,Sanchez,58.6729,Genderfluid
80.5,20,65.3,13.1,88.9,0,"['deportes', 'club_matematicas']",0,no riesgo,96-529-2943,Carlos,Vargas,82.5142,Genderqueer
83.9,16,83.4,16.2,76.3,1,"['club_lectura', 'periodico']",0,no riesgo,16-905-4509,Daniela,Vargas,83.7993,Female
84.3,1,74.4,20.7,87.0,0,[],0,no riesgo,25-784-8328,Carlos,Vargas,59.4218,Polygender
80.6,20,92.5,0.0,72.0,1,"['arte', 'club_matematicas', 'periodico']",0,no riesgo,59-728-4296,Jose,Torres,57.1026,Genderqueer
78.8,16,72.5,3.1,88.6,0,"['arte', 'voluntariado']",0,no riesgo,73-748-9925,Valentina,Garcia,61.0271,Genderfluid
86.1,14,70.3,12.4,58.6,1,"['periodico', 'club_matematicas', 'deportes']",0,no riesgo,94-455-5383,Angel,Torres,50.663,Polygender
71.2,14,70.5,9.6,51.1,1,['teatro'],0,riesgo,22-334-9323,Carlos,Rodriguez,85.1469,Agender
100.0,9,83.9,16.7,71.9,2,['arte'],2,riesgo,42-299-7680,Elena,Vargas,63.6239,Male
88.3,20,70.5,10.4,66.6,0,"['voluntariado', 'ajedrez', 'club_ciencias']",0,no riesgo,62-376-5584,Luis,Castillo,35.0644,Genderqueer
70.7,20,78.8,6.9,59.3,1,[],0,riesgo,37-610-7024,Marco,Ramirez,55.5795,Agender
93.7,16,71.5,13.0,62.1,0,['musica'],0,no riesgo,33-856-8391,Elena,Lopez,48.993,Male
81.4,15,81.7,10.7,75.0,0,['voluntariado'],1,no riesgo,98-238-4492,Ana,Flores,58.6382,Polygender
75.5,16,77.0,18.1,79.0,3,"['periodico', 'musica', 'club_matematicas']",1,riesgo,27-815-5201,Lucia,Martinez,86.4194,Male
97.7,20,77.0,18.9,85.2,0,"['ajedrez', 'club_lectura', 'club_matematicas']",0,no riesgo,35-615-6044,Diego,Perez,72.2531,Male
77.2,20,81.9,20.3,67.9,0,"['deportes', 'teatro']",0,no riesgo,38-186-4678,Carlos,Vargas,69.1761,Genderfluid
99.6,12,73.6,5.7,84.4,0,['teatro'],0,no riesgo,76-488-1378,Maria,Perez,91.3891,Genderfluid
85.5,16,62.6,8.3,78.9,0,"['club_lectura', 'club_matematicas', 'teatro', 'club_ciencias']",1,no riesgo,15-455-2267,Maria,Castillo,70.496,Female
90.4,16,92.6,12.6,82.4,0,"['teatro', 'musica']",0,no riesgo,77-150-6927,Angel,Martinez,73.3778,Non-binary
93.7,15,66.7,0.0,74.9,1,['arte'],0,riesgo,91-807-4965,Maria,Vargas,42.4618,Genderfluid
84.8,11,78.0,7.7,53.4,0,[],0,riesgo,75-429-2838,Ana,Vargas,63.426,Non-binary
82.1,14,63.7,0.0,70.1,1,"['ajedrez', 'teatro']",0,riesgo,96-690-9646,Luis,Flores,71.9797,Bigender
85.7,18,74.6,6.4,70.1,1,"['voluntariado', 'arte', 'teatro']",0,no riesgo,90-409-9996,Jose,Gonzalez,65.0054,Female
94.3,6,70.1,7.7,64.9,0,[],1,riesgo,37-545-5497,Elena,Gonzalez,74.4316,Genderqueer
72.5,20,68.8,9.5,68.0,1,[],1,riesgo,77-368-8753,Jose,Sanchez,55.5601,Female
80.9,2,72.8,8.7,69.6,1,"['musica', 'club_matematicas']",0,riesgo,79-471-9925,Elena,Castillo,58.0539,Male
93.5,10,65.7,16.7,64.1,2,"['ajedrez', 'teatro']",0,riesgo,26-259-2218,Valentina,Flores,75.5491,Non-binary
89.2,18,97.9,9.3,87.4,1,['club_ciencias'],0,no riesgo,37-595-6496,Ana,Rodriguez,61.5479,Non-binary
85.8,9,82.1,3.5,45.5,0,[],0,riesgo,58-953-8204,Diego,Martinez,61.7837,Non-binary
74.3,16,65.9,5.2,68.4,1,"['teatro', 'club_ciencias']",0,riesgo,91-718-1134,Elena,Gonzalez,58.8736,Non-binary
100.0,20,94.7,7.9,61.2,0,['arte'],0,no riesgo,22-570-1497,Camila,Sanchez,68.0244,Bigender
80.3,7,69.6,10.9,78.7,1,"['teatro', 'musica']",1,riesgo,87-573-1872,Maria,Ramirez,84.1643,Male
69.1,20,62.2,10.4,62.7,1,['club_ciencias'],1,riesgo,10-931-1689,Mateo,Martinez,74.3426,Non-binary
89.6,15,71.9,7.7,69.1,0,"['voluntariado', 'club_ciencias', 'musica']",0,no riesgo,82-770-6839,Camila,Ramirez,60.6249,Agender
74.6,17,71.1,3.3,51.8,0,[],0,riesgo,89-345-2729,Elena,Perez,73.1504,Non-binary
91.7,11,94.3,8.8,61.9,0,[],2,riesgo,15-820-6139,Diego,Castillo,68.1183,Genderfluid
67.3,17,70.6,26.9,77.0,0,[],0,no riesgo,90-890-1912,Marco,Sanchez,67.8431,Bigender
80.4,13,92.7,10.6,71.9,1,[],0,no riesgo,47-872-6590,Luis,Castillo,50.4716,Agender
94.1,13,60.2,5.1,75.0,1,"['club_ciencias', 'ajedrez', 'voluntariado', 'club_lectura']",0,riesgo,96-216-9405,Jose,Torres,83.7306,Polygender
72.4,20,56.7,16.2,83.8,0,"['musica', 'club_matematicas']",0,no riesgo,12-591-4427,Diego,Vargas,73.2379,Non-binary
83.9,16,79.0,17.4,71.4,0,['arte'],0,no riesgo,22-354-6498,Ana,Vargas,88.3882,Agender
98.3,18,99.1,14.9,67.7,1,['club_ciencias'],0,no riesgo,70-478-9071,Daniela,Vargas,72.351,Agender
93.0,15,81.8,10.4,89.7,1,['arte'],0,no riesgo,79-223-8999,Valentina,Rodriguez,66.511,Non-binary
89.8,16,75.9,10.9,68.6,1,"['club_lectura', 'deportes', 'arte']",1,no riesgo,13-768-2222,Jose,Ramirez,67.693,Bigender
92.9,12,89.9,16.6,69.4,3,"['club_ciencias', 'voluntariado', 'teatro', 'club_lectura']",0,no riesgo,77-945-2732,Carlos,Gonzalez,89.8086,Polygender
89.7,5,62.2,13.5,74.8,0,"['arte', 'robotica']",0,riesgo,60-105-9914,Camila,Garcia,38.0473,Bigender
94.1,14,83.3,9.4,69.7,0,"['club_lectura', 'club_ciencias']",1,no riesgo,40-177-9787,Valentina,Torres,66.6667,Non-binary
95.5,18,84.1,12.0,60.3,2,['club_lectura'],0,no riesgo,12-625-4553,Diego,Garcia,81.0102,Male
95.8,13,59.1,10.3,91.1,0,['voluntariado'],0,no riesgo,99-616-9794,Maria,Garcia,73.5398,Bigender
77.8,11,64.5,4.5,53.6,1,"['periodico', 'club_matematicas', 'deportes']",0,riesgo,81-196-8846,Angel,Torres,92.1522,Agender
79.1,13,80.4,6.0,82.4,0,[],1,no riesgo,12-979-6111,Luis,Rodriguez,59.8136,Bigender
91.9,15,75.5,4.4,60.8,0,['club_lectura'],1,riesgo,81-824-6215,Camila,Torres,67.8536,Polygender
91.9,17,65.9,7.2,63.8,0,[],2,no riesgo,63-667-3746,Juan,Sanchez,43.7386,Bigender
76.6,9,69.8,7.7,82.0,2,"['robotica', 'periodico', 'teatro']",1,riesgo,29-365-5579,Mateo,Lopez,51.5495,Female
83.8,20,78.1,6.1,69.4,1,"['musica', 'club_ciencias']",0,no riesgo,43-361-5133,Ana,Sanchez,70.2748,Genderqueer
98.0,14,86.5,18.5,57.3,0,"['ajedrez', 'periodico']",1,riesgo,26-358-4701,Lucia,Martinez,77.9914,Agender
80.2,20,58.6,10.3,77.8,0,"['voluntariado', 'arte']",0,no riesgo,40-691-3280,Elena,Ramirez,77.8506,Bigender
86.4,10,66.7,14.4,71.2,0,[],0,riesgo,20-740-2264,Jose,Vargas,82.0783,Male
86.4,20,79.6,4.6,85.6,0,['deportes'],0,no riesgo,58-527-3252,Marco,Flores,89.5536,Non-binary
69.4,10,88.8,10.9,79.7,0,['club_ciencias'],1,riesgo,19-347-7253,Jose,Rodriguez,71.7218,Agender
81.7,20,86.1,8.9,81.6,2,[],0,no riesgo,60-465-3921,Lucia,Rodriguez,48.9747,Non-binary
97.0,5,56.2,14.8,85.6,1,['musica'],0,riesgo,47-190-9426,Mateo,Rodriguez,76.7305,Agender
100.0,19,57.6,14.1,56.7,2,"['periodico', 'deportes', 'teatro', 'club_matematicas']",0,no riesgo,66-361-1954,Angel,Perez,72.836,Non-binary
80.4,6,59.4,12.5,66.3,0,"['club_lectura', 'club_matematicas', 'ajedrez']",0,riesgo,91-700-5028,Juan,Garcia,48.4188,Bigender
100.0,13,57.8,10.6,56.7,1,"['club_matematicas', 'robotica', 'arte', 'club_lectura']",0,no riesgo,84-360-1059,Juan,Martinez,37.5261,Agender
89.0,17,88.4,14.3,77.8,0,"['ajedrez', 'arte']",1,no riesgo,79-728-4779,Carlos,Gonzalez,75.2363,Non-binary
96.4,14,75.5,13.9,67.0,1,"['club_ciencias', 'voluntariado']",0,no riesgo,62-380-7900,Diego,Rodriguez,56.3078,Polygender
87.5,9,64.0,18.5,75.8,1,"['club_matematicas', 'club_lectura']",0,riesgo,12-564-1734,Luis,Garcia,81.7718,Bigender
